"CreationTime","Id","Operation","UserId","Workload","SiteUrl","ObjectId","SourceFileName","TargetUserOrGroupName","TargetUserOrGroupType"
"2026-01-29T17:35:55Z","5299b403-ab9a-109d-e38c-735a401c7583","SharingInvitationCreated","parker.kowalski@example.com","SharePoint","https://example.sharepoint.com/sites/sunfish/","https://example.sharepoint.com/sites/sunfish/Shared Documents/Test Results.xlsx","Test Results.xlsx","reese.moreau@partner6.example.com","Guest"
"2026-01-29T17:37:33Z","4ec550e3-339f-ac94-b5a5-45b31eb2e2ea","SharingSet","gray.abara@example.com","SharePoint","https://example.sharepoint.com/sites/vendors/","https://example.sharepoint.com/sites/vendors/Shared Documents/Security Questionnaire.docx","Security Questionnaire.docx","umi.ibarra@partner10.example.com","Guest"
"2026-01-29T19:35:55Z","0ccc8b6c-1454-5d68-6d75-bac80552c364","SecureLinkCreated","parker.kowalski@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Pricing Model.xlsx","Pricing Model.xlsx","reese.moreau@partner6.example.com","Guest"
"2026-01-29T20:35:55Z","cae2c535-a79c-8ca1-ee78-184d71ede118","AddedToSecureLink","parker.kowalski@example.com","SharePoint","https://example.sharepoint.com/sites/northwind/","https://example.sharepoint.com/sites/northwind/Shared Documents/Migration Plan.docx","Migration Plan.docx","reese.moreau@partner6.example.com","Guest"
"2026-02-01T02:35:55Z","efcdfe52-87b6-03fe-fc84-f4145a0dce2e","SharingInvitationAccepted","reese.moreau@partner6.example.com","SharePoint","https://example.sharepoint.com/sites/northwind/","https://example.sharepoint.com/sites/northwind/Shared Documents/Pricing Model.xlsx","Pricing Model.xlsx","reese.moreau@partner6.example.com","Guest"
"2026-02-01T10:17:42Z","0fa27d42-65d7-40b7-7f5a-a5bacf9ddc98","AnonymousLinkUsed","urn:spo:anon#825560","SharePoint","https://example.sharepoint.com/sites/northwind/","https://example.sharepoint.com/sites/northwind/Shared Documents/Architecture Review.pptx","Architecture Review.pptx","",""
"2026-02-03T10:08:24Z","11ea72e7-10a2-0f2d-1de5-49f55e565bea","SharingSet","gray.abara@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Rollout Schedule.xlsx","Rollout Schedule.xlsx","umi.ibarra@partner10.example.com","Guest"
"2026-02-03T18:53:51Z","b779f7bf-35c6-2e5e-455f-d8bd7e34eb9e","AnonymousLinkCreated","sage.vasquez@example.com","SharePoint","https://example.sharepoint.com/sites/sunfish/","https://example.sharepoint.com/sites/sunfish/Shared Documents/Migration Plan.docx","Migration Plan.docx","",""
"2026-02-03T18:55:13Z","f50fa67d-a7c4-968f-bf4c-3d2164ddccdd","SharingInvitationCreated","blair.nakamura@example.com","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Statement of Work.docx","Statement of Work.docx","jordan.abara@partner9.example.com","Guest"
"2026-02-03T20:55:13Z","413dcfef-2687-6e74-4fd1-b4897fecc59a","SecureLinkCreated","blair.nakamura@example.com","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Architecture Review.pptx","Architecture Review.pptx","jordan.abara@partner9.example.com","Guest"
"2026-02-03T21:55:13Z","b32e782c-0f5b-f629-bbb1-da28509737ee","AddedToSecureLink","blair.nakamura@example.com","SharePoint","https://example.sharepoint.com/sites/vendors/","https://example.sharepoint.com/sites/vendors/Shared Documents/Test Results.xlsx","Test Results.xlsx","jordan.abara@partner9.example.com","Guest"
"2026-02-05T08:36:08Z","bb7a11f4-d524-a7bc-2955-c29741a594eb","SharingSet","sage.yilmaz@example.com","SharePoint","https://example.sharepoint.com/sites/northwind/","https://example.sharepoint.com/sites/northwind/Shared Documents/Statement of Work.docx","Statement of Work.docx","kai.ibarra@partner2.example.com","Guest"
"2026-02-05T09:11:29Z","3ce13702-c7f5-8cdc-8c99-c87cf34aa295","AnonymousLinkCreated","tatum.ibarra@example.com","SharePoint","https://example.sharepoint.com/sites/northwind/","https://example.sharepoint.com/sites/northwind/Shared Documents/Architecture Review.pptx","Architecture Review.pptx","",""
"2026-02-06T08:55:13Z","2d515e9e-42e0-9769-65a0-049b63f81345","SharingInvitationAccepted","jordan.abara@partner9.example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Security Questionnaire.docx","Security Questionnaire.docx","jordan.abara@partner9.example.com","Guest"
"2026-02-06T18:22:31Z","799845ef-8e59-2c42-e65d-99d49bdd83ee","AnonymousLinkCreated","vale.vasquez@example.com","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Test Results.xlsx","Test Results.xlsx","",""
"2026-02-07T09:45:00Z","644767b2-7c4a-bd9a-8db7-c868b8919b71","SharingSet","noor.haddad@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Statement of Work.docx","Statement of Work.docx","harper.rasmussen@partner3.example.com","Guest"
"2026-02-07T15:02:04Z","3eabdb4f-713f-abc2-a30d-3084e709bdca","AnonymousLinkUsed","urn:spo:anon#330842","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Security Questionnaire.docx","Security Questionnaire.docx","",""
"2026-02-07T17:22:02Z","ab4a9524-a1c5-82e2-7b03-7da54f974d37","SharingSet","blair.nakamura@example.com","SharePoint","https://example.sharepoint.com/sites/northwind/","https://example.sharepoint.com/sites/northwind/Shared Documents/Test Results.xlsx","Test Results.xlsx","jordan.abara@partner9.example.com","Guest"
"2026-02-09T13:31:10Z","13968a71-c436-56ce-f796-5c1af7a6d32f","AnonymousLinkRemoved","tatum.ibarra@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Rollout Schedule.xlsx","Rollout Schedule.xlsx","",""
"2026-02-09T13:46:07Z","e3dbe929-ffeb-883c-3fb1-4015d14e1c73","SharingSet","sage.yilmaz@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Statement of Work.docx","Statement of Work.docx","kai.ibarra@partner2.example.com","Guest"
"2026-02-10T09:43:37Z","920c9803-1ce0-1003-50e0-5c069fecc7f2","AnonymousLinkCreated","yael.ueda@example.com","SharePoint","https://example.sharepoint.com/sites/sunfish/","https://example.sharepoint.com/sites/sunfish/Shared Documents/Statement of Work.docx","Statement of Work.docx","",""
"2026-02-11T07:13:28Z","c3753a33-4e71-4d34-6a12-4e335eec068d","AnonymousLinkUsed","urn:spo:anon#940361","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Statement of Work.docx","Statement of Work.docx","",""
"2026-02-11T07:54:11Z","e1f96e40-0810-f5e6-6cd4-d861eb3e9ea3","SharingSet","indigo.takahashi2@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Rollout Schedule.xlsx","Rollout Schedule.xlsx","blair.jovanovic@partner10.example.com","Guest"
"2026-02-12T07:19:53Z","40f4da67-17f8-fe5b-910c-19fd36428c39","AnonymousLinkCreated","blair.eriksen@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Rollout Schedule.xlsx","Rollout Schedule.xlsx","",""
"2026-02-13T11:27:45Z","9e5fdd9d-2992-c4fe-50f3-86d235a313f5","SharingSet","tatum.delacroix@example.com","SharePoint","https://example.sharepoint.com/sites/northwind/","https://example.sharepoint.com/sites/northwind/Shared Documents/Architecture Review.pptx","Architecture Review.pptx","reese.ibarra@partner7.example.com","Guest"
"2026-02-13T11:33:57Z","229f4c7f-f6e1-296e-37d3-affd21c84eb3","AnonymousLinkUsed","urn:spo:anon#375649","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Architecture Review.pptx","Architecture Review.pptx","",""
"2026-02-13T15:26:10Z","2611f415-f128-bab5-0820-689cb9fd4f42","AnonymousLinkUsed","urn:spo:anon#188478","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Meeting Notes.docx","Meeting Notes.docx","",""
"2026-02-14T08:26:58Z","15fa82b8-6df7-511d-8310-4095d45422a9","AnonymousLinkCreated","oakley.vasquez@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Security Questionnaire.docx","Security Questionnaire.docx","",""
"2026-02-14T10:05:13Z","531474bc-1957-a14d-0419-082fd10265ac","AnonymousLinkUsed","urn:spo:anon#158360","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Test Results.xlsx","Test Results.xlsx","",""
"2026-02-14T12:25:38Z","e32c47ba-7783-5821-1782-6880ee50507a","SharingSet","gray.abara@example.com","SharePoint","https://example.sharepoint.com/sites/sunfish/","https://example.sharepoint.com/sites/sunfish/Shared Documents/Pricing Model.xlsx","Pricing Model.xlsx","umi.ibarra@partner10.example.com","Guest"
"2026-02-14T19:25:22Z","315331d7-6932-d20e-4737-e529dc3dbcaa","AnonymousLinkUsed","urn:spo:anon#493283","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Security Questionnaire.docx","Security Questionnaire.docx","",""
"2026-02-15T13:30:26Z","5f5e11f8-3701-c71e-ea32-c6fffbe22560","SharingSet","parker.kowalski@example.com","SharePoint","https://example.sharepoint.com/sites/sunfish/","https://example.sharepoint.com/sites/sunfish/Shared Documents/Security Questionnaire.docx","Security Questionnaire.docx","reese.moreau@partner6.example.com","Guest"
"2026-02-15T16:00:56Z","5367f548-7bc8-1258-05f4-a4efa3e2b184","AnonymousLinkUsed","urn:spo:anon#753187","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Test Results.xlsx","Test Results.xlsx","",""
"2026-02-15T16:26:00Z","739d4e7f-42bc-a6d9-a640-cecebfefb0b2","SharingSet","noor.haddad@example.com","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Statement of Work.docx","Statement of Work.docx","harper.rasmussen@partner3.example.com","Guest"
"2026-02-16T18:43:23Z","52b4d352-2c6e-a415-c270-2172b18f7811","AnonymousLinkRemoved","vale.vasquez@example.com","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Architecture Review.pptx","Architecture Review.pptx","",""
"2026-02-16T18:46:36Z","7f4ce64c-f69f-83ba-d784-683fa9e6aad6","SharingSet","indigo.takahashi2@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Test Results.xlsx","Test Results.xlsx","blair.jovanovic@partner10.example.com","Guest"
"2026-02-17T14:06:34Z","dc658cd1-2678-4140-7075-14ef83655719","AnonymousLinkUsed","urn:spo:anon#236590","SharePoint","https://example.sharepoint.com/sites/vendors/","https://example.sharepoint.com/sites/vendors/Shared Documents/Security Questionnaire.docx","Security Questionnaire.docx","",""
"2026-02-17T16:10:59Z","2f1b7ed6-436d-4596-45bf-f6dccb18c589","SecureLinkUsed","jordan.abara@partner9.example.com","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Statement of Work.docx","Statement of Work.docx","jordan.abara@partner9.example.com","Guest"
"2026-02-18T09:39:23Z","0ca665fd-f326-b931-c363-32db3fd5a6d8","SharingSet","zephyr.quintero@example.com","SharePoint","https://example.sharepoint.com/sites/vendors/","https://example.sharepoint.com/sites/vendors/Shared Documents/Statement of Work.docx","Statement of Work.docx","umi.xiong@partner12.example.com","Guest"
"2026-02-20T10:44:35Z","26398f05-5530-c0bd-5608-d58f39d0cbc5","AnonymousLinkUsed","urn:spo:anon#329987","SharePoint","https://example.sharepoint.com/sites/northwind/","https://example.sharepoint.com/sites/northwind/Shared Documents/Migration Plan.docx","Migration Plan.docx","",""
"2026-02-20T12:50:40Z","458f76e5-1b5c-8b35-517f-098079d0998d","SharingSet","blair.nakamura@example.com","SharePoint","https://example.sharepoint.com/sites/northwind/","https://example.sharepoint.com/sites/northwind/Shared Documents/Pricing Model.xlsx","Pricing Model.xlsx","jordan.abara@partner9.example.com","Guest"
"2026-02-21T12:58:45Z","1d3c8290-39e8-a439-7a57-2c7e8937caa7","SharingSet","blair.nakamura@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Migration Plan.docx","Migration Plan.docx","jordan.abara@partner9.example.com","Guest"
"2026-02-21T14:10:24Z","42f15bc8-f8ce-5ec0-d6bc-362d967d21bc","SharingSet","gray.abara@example.com","SharePoint","https://example.sharepoint.com/sites/northwind/","https://example.sharepoint.com/sites/northwind/Shared Documents/Migration Plan.docx","Migration Plan.docx","umi.ibarra@partner10.example.com","Guest"
"2026-02-22T07:20:37Z","f9efa5c4-c538-6e33-f237-5b857a682d70","AnonymousLinkUsed","urn:spo:anon#184545","SharePoint","https://example.sharepoint.com/sites/northwind/","https://example.sharepoint.com/sites/northwind/Shared Documents/Rollout Schedule.xlsx","Rollout Schedule.xlsx","",""
"2026-02-22T18:08:24Z","26ab0e8a-11fc-5906-ebda-4ac99a21a24e","SharingSet","parker.kowalski@example.com","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Statement of Work.docx","Statement of Work.docx","reese.moreau@partner6.example.com","Guest"
"2026-02-23T09:47:25Z","36099261-2392-68e2-1ba9-cb48d41b0c2f","SharingSet","vale.bergstrom@example.com","SharePoint","https://example.sharepoint.com/sites/sunfish/","https://example.sharepoint.com/sites/sunfish/Shared Documents/Migration Plan.docx","Migration Plan.docx","drew.eriksen@partner12.example.com","Guest"
"2026-02-23T12:32:22Z","13def300-4c48-7fa3-40fc-2152e572ff69","AnonymousLinkCreated","noor.abara@example.com","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Security Questionnaire.docx","Security Questionnaire.docx","",""
"2026-02-23T15:37:49Z","a935a491-a5e7-d211-eb11-7ad4085a126f","AnonymousLinkCreated","harper.rasmussen@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Architecture Review.pptx","Architecture Review.pptx","",""
"2026-02-24T13:03:14Z","7e83e05a-3e12-d500-cd9c-4bbbe727d729","SharingInvitationCreated","wren.gallagher@example.com","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Architecture Review.pptx","Architecture Review.pptx","logan.nakamura@partner1.example.com","Guest"
"2026-02-24T15:03:14Z","b42f2dea-6137-2a89-82ac-b66e4864abbf","SecureLinkCreated","wren.gallagher@example.com","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Migration Plan.docx","Migration Plan.docx","logan.nakamura@partner1.example.com","Guest"
"2026-02-24T16:03:14Z","2d5753ee-14b6-b69d-91ea-56056b0d40c0","AddedToSecureLink","wren.gallagher@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Statement of Work.docx","Statement of Work.docx","logan.nakamura@partner1.example.com","Guest"
"2026-02-26T15:40:38Z","d5215f12-947b-49a8-53b0-c65610c0c994","SharingSet","drew.gallagher@example.com","SharePoint","https://example.sharepoint.com/sites/vendors/","https://example.sharepoint.com/sites/vendors/Shared Documents/Rollout Schedule.xlsx","Rollout Schedule.xlsx","parker.takahashi@partner7.example.com","Guest"
"2026-02-27T09:03:14Z","8d6b2777-512c-295c-621f-3cb1f5b67c19","SharingInvitationAccepted","logan.nakamura@partner1.example.com","SharePoint","https://example.sharepoint.com/sites/sunfish/","https://example.sharepoint.com/sites/sunfish/Shared Documents/Architecture Review.pptx","Architecture Review.pptx","logan.nakamura@partner1.example.com","Guest"
"2026-02-28T16:01:25Z","c627f705-ff56-c67f-b113-29611c04f9ad","SharingSet","reese.ueda@example.com","SharePoint","https://example.sharepoint.com/sites/sunfish/","https://example.sharepoint.com/sites/sunfish/Shared Documents/Security Questionnaire.docx","Security Questionnaire.docx","finley.haddad@partner5.example.com","Guest"
"2026-03-01T07:25:53Z","b05d3894-5ca8-e068-931a-b86664e31c1b","AnonymousLinkUsed","urn:spo:anon#144234","SharePoint","https://example.sharepoint.com/sites/vendors/","https://example.sharepoint.com/sites/vendors/Shared Documents/Statement of Work.docx","Statement of Work.docx","",""
"2026-03-01T17:40:38Z","4ca634de-5265-903a-69e2-3e27194fb3b2","AnonymousLinkCreated","drew.chaudhry@example.com","SharePoint","https://example.sharepoint.com/sites/vendors/","https://example.sharepoint.com/sites/vendors/Shared Documents/Security Questionnaire.docx","Security Questionnaire.docx","",""
"2026-03-02T07:58:21Z","92e4f5ca-f79d-03d9-c2ee-367aa9327b77","SharingSet","sage.yilmaz@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Meeting Notes.docx","Meeting Notes.docx","kai.ibarra@partner2.example.com","Guest"
"2026-03-02T08:39:53Z","11c62c0e-ff49-488f-b928-dc127abbe577","AnonymousLinkCreated","zephyr.bergstrom@example.com","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Rollout Schedule.xlsx","Rollout Schedule.xlsx","",""
"2026-03-02T08:49:49Z","a180f6ae-b744-95ea-0625-510c50fe973d","SharingSet","yael.vasquez@example.com","OneDrive","https://example-my.sharepoint.com/personal/avery_abara_example_com/","https://example-my.sharepoint.com/personal/avery_abara_example_com/Shared Documents/Pricing Model.xlsx","Pricing Model.xlsx","blair.eriksen@partner11.example.com","Guest"
"2026-03-02T15:36:19Z","044832b5-26be-a978-65f8-f5d0c7b5d73e","SharingSet","parker.kowalski@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Meeting Notes.docx","Meeting Notes.docx","reese.moreau@partner6.example.com","Guest"
"2026-03-02T17:10:09Z","c7259213-da5b-a43b-293a-a26a9b352c58","SharingSet","noor.haddad@example.com","SharePoint","https://example.sharepoint.com/sites/sunfish/","https://example.sharepoint.com/sites/sunfish/Shared Documents/Statement of Work.docx","Statement of Work.docx","harper.rasmussen@partner3.example.com","Guest"
"2026-03-03T10:39:32Z","22118ee6-cd01-d137-125e-98ac6815f7e1","AnonymousLinkCreated","indigo.xiong@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Meeting Notes.docx","Meeting Notes.docx","",""
"2026-03-03T14:05:33Z","d48da373-4b1b-e8d3-9cb8-1411060017e7","SharingSet","parker.kowalski@example.com","SharePoint","https://example.sharepoint.com/sites/launch/","https://example.sharepoint.com/sites/launch/Shared Documents/Pricing Model.xlsx","Pricing Model.xlsx","reese.moreau@partner6.example.com","Guest"
