"ActivityDateTime","Id","ActivityDisplayName","Result","InitiatedByUserPrincipalName","InitiatedByAppDisplayName","TargetUserId","TargetUserPrincipalName"
"2026-01-26T11:38:16Z","4b8edac8-3ac2-fdb8-af0b-02d6fb82d08c","Redeem external user invite","success","blair.eriksen@partner11.example.com","Microsoft Invitation Service","12869724-5830-e031-dc71-3182a3ca73bc","blair.eriksen_partner11.example.com#EXT#@example.onmicrosoft.com"
"2026-01-28T07:56:30Z","e9ed67e5-5973-7fe1-3dd2-f7b5cce8d62c","Invite external user","success","sage.quintero@example.com","Microsoft Entra admin center","fd7aa7f1-51e6-4de0-21c6-46ecbf93f045","jordan.abara_partner9.example.com#EXT#@example.onmicrosoft.com"
"2026-01-29T09:55:08Z","31e18664-5c75-8ff7-e65f-87c562079766","Invite external user","success","noor.zawadzki@example.com","Microsoft Entra admin center","db5625e8-f6c3-fff4-398a-df5cb54e80dd","umi.xiong_partner12.example.com#EXT#@example.onmicrosoft.com"
"2026-01-30T04:55:08Z","afa84b41-d47b-aa08-1a0b-4f5959541a5e","Redeem external user invite","success","umi.xiong@partner12.example.com","Microsoft Invitation Service","db5625e8-f6c3-fff4-398a-df5cb54e80dd","umi.xiong_partner12.example.com#EXT#@example.onmicrosoft.com"
"2026-01-31T11:21:58Z","3bd159fe-a799-3c3c-4fdc-56bc98c38081","Invite external user","success","sage.delacroix@example.com","Microsoft Entra admin center","e5072603-ccba-90ae-017b-4cbb5b5c57b4","blair.kowalski_partner6.example.com#EXT#@example.onmicrosoft.com"
"2026-02-02T12:08:17Z","3b9ee5a0-bf5f-05f5-5906-ae89b30d61b7","Invite external user","success","oakley.fontaine@example.com","Microsoft Entra admin center","5c23838b-802a-b9de-9b16-0741096d923b","drew.eriksen_partner12.example.com#EXT#@example.onmicrosoft.com"
"2026-02-02T21:21:58Z","6c6e7377-af8d-ec7a-fdc5-3c9adbd2b6af","Redeem external user invite","success","blair.kowalski@partner6.example.com","Microsoft Invitation Service","e5072603-ccba-90ae-017b-4cbb5b5c57b4","blair.kowalski_partner6.example.com#EXT#@example.onmicrosoft.com"
"2026-02-02T23:56:30Z","48a08655-6988-03cf-4984-c260ae3e15cd","Redeem external user invite","success","jordan.abara@partner9.example.com","Microsoft Invitation Service","fd7aa7f1-51e6-4de0-21c6-46ecbf93f045","jordan.abara_partner9.example.com#EXT#@example.onmicrosoft.com"
"2026-02-04T15:08:17Z","e28fd2f3-1aae-864b-88e8-9215c53ff128","Redeem external user invite","success","drew.eriksen@partner12.example.com","Microsoft Invitation Service","5c23838b-802a-b9de-9b16-0741096d923b","drew.eriksen_partner12.example.com#EXT#@example.onmicrosoft.com"
"2026-02-09T16:05:39Z","091b02ca-0580-6d34-8783-28dadd3133d3","Invite external user","success","wren.petrov@example.com","Microsoft Entra admin center","0ab03139-29b2-4be1-c6ce-c440bc7fba48","indigo.rasmussen_partner10.example.com#EXT#@example.onmicrosoft.com"
"2026-02-17T08:52:35Z","acda82f5-b013-3fb7-ff58-d78f9f387c3d","Invite external user","success","tatum.chaudhry@example.com","Microsoft Entra admin center","94daa1a3-aa11-1570-0237-d061788018a0","finley.haddad_partner5.example.com#EXT#@example.onmicrosoft.com"
"2026-02-17T13:08:46Z","831c7675-9c66-a63a-7ce1-993a3023e4cb","Invite external user","success","noor.gallagher@example.com","Microsoft Entra admin center","a02b96fa-eed6-ce68-6f07-ae284a76274e","parker.takahashi_partner7.example.com#EXT#@example.onmicrosoft.com"
"2026-02-17T17:14:01Z","bd74981f-ea58-4727-9233-2fe84f2aea74","Invite external user","success","oakley.moreau@example.com","Microsoft Entra admin center","c7b3bf13-7660-794d-c863-e6350633715f","avery.abara_partner6.example.com#EXT#@example.onmicrosoft.com"
"2026-02-20T14:24:25Z","3450f4cf-b8dc-401d-2f59-1cf21c34a50d","Invite external user","success","quinn.kowalski2@example.com","Microsoft Entra admin center","b7f3c38a-68a2-7f10-bbf9-0f9f42a07f26","avery.haddad_partner5.example.com#EXT#@example.onmicrosoft.com"
"2026-02-21T18:50:11Z","5eedf5e7-7650-eade-f076-15978b49128a","Invite external user","success","blair.rasmussen@example.com","Microsoft Entra admin center","2e37ffce-ce9f-c07b-5161-2ff713d54290","logan.nakamura_partner1.example.com#EXT#@example.onmicrosoft.com"
"2026-02-23T02:52:35Z","8f463c5c-0858-1585-6f79-d4e589504b53","Redeem external user invite","success","finley.haddad@partner5.example.com","Microsoft Invitation Service","94daa1a3-aa11-1570-0237-d061788018a0","finley.haddad_partner5.example.com#EXT#@example.onmicrosoft.com"
"2026-02-23T16:05:39Z","18ee49b0-37bc-2300-414f-c98c547a23cf","Invite external user with reset invitation status","success","wren.petrov@example.com","Microsoft Entra admin center","0ab03139-29b2-4be1-c6ce-c440bc7fba48","indigo.rasmussen_partner10.example.com#EXT#@example.onmicrosoft.com"
"2026-02-23T22:24:25Z","fc84a885-bf87-a155-f857-e095f6c1810e","Redeem external user invite","success","avery.haddad@partner5.example.com","Microsoft Invitation Service","b7f3c38a-68a2-7f10-bbf9-0f9f42a07f26","avery.haddad_partner5.example.com#EXT#@example.onmicrosoft.com"
"2026-02-25T05:50:11Z","81350cf1-6174-8fed-7d36-176a0d9e3692","Redeem external user invite","success","logan.nakamura@partner1.example.com","Microsoft Invitation Service","2e37ffce-ce9f-c07b-5161-2ff713d54290","logan.nakamura_partner1.example.com#EXT#@example.onmicrosoft.com"
"2026-02-25T17:33:41Z","8fa50dd7-4f69-e4c2-dddd-3f1524c4679b","Invite external user","success","sage.quintero@example.com","Microsoft Entra admin center","dafb4783-e9f9-cbba-00a2-5a8236e4ccd1","harper.gallagher_partner7.example.com#EXT#@example.onmicrosoft.com"
"2026-02-26T18:52:10Z","d972843a-670e-f70e-c196-0d033580b0e5","Invite external user","success","vale.takahashi@example.com","Microsoft Entra admin center","a35d431e-0643-0355-f718-ee18c51c9bbf","casey.okonkwo_partner8.example.com#EXT#@example.onmicrosoft.com"
"2026-03-03T07:33:41Z","c05b9b76-3d31-f445-1cb9-b79b6446cf34","Redeem external user invite","success","harper.gallagher@partner7.example.com","Microsoft Invitation Service","dafb4783-e9f9-cbba-00a2-5a8236e4ccd1","harper.gallagher_partner7.example.com#EXT#@example.onmicrosoft.com"
"2026-03-03T13:08:46Z","6ea11a4c-2708-5053-dd94-b4fbd972f86d","Invite external user with reset invitation status","success","noor.gallagher@example.com","Microsoft Entra admin center","a02b96fa-eed6-ce68-6f07-ae284a76274e","parker.takahashi_partner7.example.com#EXT#@example.onmicrosoft.com"
"2026-03-03T17:14:01Z","893dfc94-cee5-e0bb-095d-10b44e24f8aa","Invite external user with reset invitation status","success","oakley.moreau@example.com","Microsoft Entra admin center","c7b3bf13-7660-794d-c863-e6350633715f","avery.abara_partner6.example.com#EXT#@example.onmicrosoft.com"
"2026-03-07T12:16:18Z","0b56c2a8-6719-bf7a-3836-46287341dfe0","Invite external user","success","noor.gallagher@example.com","Microsoft Entra admin center","2eef2af4-2aac-b53d-d074-a100e1235ad1","yael.silva_partner9.example.com#EXT#@example.onmicrosoft.com"
"2026-03-09T19:16:18Z","da8a09ab-d800-8518-d982-56f0d29833fe","Redeem external user invite","success","yael.silva@partner9.example.com","Microsoft Invitation Service","2eef2af4-2aac-b53d-d074-a100e1235ad1","yael.silva_partner9.example.com#EXT#@example.onmicrosoft.com"
"2026-03-11T15:44:49Z","6153833f-a46b-b870-f56b-14b6a1e7d00d","Invite external user","success","wren.gallagher@example.com","Microsoft Entra admin center","5f6e7e00-1588-dc5b-5e45-7bbf646e7d4e","reese.quintero_partner3.example.com#EXT#@example.onmicrosoft.com"
"2026-03-11T18:44:33Z","c0dbb5aa-1bb4-c780-f02c-68db652e1584","Invite external user","success","vale.vasquez@example.com","Microsoft Entra admin center","b1d60cd2-c41e-a635-33a5-b905217ec138","sage.nakamura_partner5.example.com#EXT#@example.onmicrosoft.com"
"2026-03-12T11:01:05Z","56ca8c4c-a04a-a7cb-bc71-9a90395de044","Invite external user","success","noor.vasquez@example.com","Microsoft Entra admin center","7660dd0f-bbd8-cf76-8d5f-685ef3c160f3","wren.fontaine_partner6.example.com#EXT#@example.onmicrosoft.com"
"2026-03-12T17:03:40Z","f8ef0b0d-3b0a-25e4-c070-4d85d558dcc2","Invite external user","success","vale.kowalski@example.com","Microsoft Entra admin center","39a36998-9e60-6007-f628-c684737bf531","logan.vasquez_partner9.example.com#EXT#@example.onmicrosoft.com"
"2026-03-12T18:52:10Z","34684478-8a83-4da2-22cb-a6d2e73fcc0a","Invite external user with reset invitation status","success","vale.takahashi@example.com","Microsoft Entra admin center","a35d431e-0643-0355-f718-ee18c51c9bbf","casey.okonkwo_partner8.example.com#EXT#@example.onmicrosoft.com"
"2026-03-12T19:01:05Z","44903539-58c9-1070-9fae-3c84d7884a6e","Redeem external user invite","success","wren.fontaine@partner6.example.com","Microsoft Invitation Service","7660dd0f-bbd8-cf76-8d5f-685ef3c160f3","wren.fontaine_partner6.example.com#EXT#@example.onmicrosoft.com"
"2026-03-14T12:44:33Z","ca1b1d72-730e-fa34-80f2-3f9e515087d2","Redeem external user invite","success","sage.nakamura@partner5.example.com","Microsoft Invitation Service","b1d60cd2-c41e-a635-33a5-b905217ec138","sage.nakamura_partner5.example.com#EXT#@example.onmicrosoft.com"
"2026-03-15T06:44:49Z","48714717-e936-ab73-3f57-65bb58fd6af8","Redeem external user invite","success","reese.quintero@partner3.example.com","Microsoft Invitation Service","5f6e7e00-1588-dc5b-5e45-7bbf646e7d4e","reese.quintero_partner3.example.com#EXT#@example.onmicrosoft.com"
"2026-03-18T05:03:40Z","c454dcce-9338-9c07-ef1f-6405de2b524b","Redeem external user invite","success","logan.vasquez@partner9.example.com","Microsoft Invitation Service","39a36998-9e60-6007-f628-c684737bf531","logan.vasquez_partner9.example.com#EXT#@example.onmicrosoft.com"
"2026-03-18T11:52:43Z","0a05eb35-6d61-a80b-ea35-859e5bf53dda","Invite external user","success","quinn.eriksen@example.com","Microsoft Entra admin center","ea81087d-4636-4ac3-53aa-880663dfadf8","yael.fontaine_partner10.example.com#EXT#@example.onmicrosoft.com"
"2026-03-20T17:52:43Z","0247b25b-c0be-7c5a-97e9-a0ee9781d1ff","Redeem external user invite","success","yael.fontaine@partner10.example.com","Microsoft Invitation Service","ea81087d-4636-4ac3-53aa-880663dfadf8","yael.fontaine_partner10.example.com#EXT#@example.onmicrosoft.com"
"2026-03-21T15:45:34Z","de3e5d32-f923-de13-461a-c2b5d2eaf012","Invite external user","success","sage.delacroix@example.com","Microsoft Entra admin center","a7904480-073a-9e17-7a77-8a169ba405ad","gray.silva_partner4.example.com#EXT#@example.onmicrosoft.com"
"2026-03-27T18:10:21Z","32b02a14-24ad-9bd7-ff2a-d343e8f0bd64","Invite external user","success","wren.gallagher@example.com","Microsoft Entra admin center","16b624eb-2eba-0873-cfea-d6e431c4aa9b","casey.kowalski_partner1.example.com#EXT#@example.onmicrosoft.com"
"2026-04-01T05:10:21Z","17245103-5154-852f-9a17-b3762cdf3f1a","Redeem external user invite","success","casey.kowalski@partner1.example.com","Microsoft Invitation Service","16b624eb-2eba-0873-cfea-d6e431c4aa9b","casey.kowalski_partner1.example.com#EXT#@example.onmicrosoft.com"
"2026-04-01T15:50:35Z","e08029bd-cbe2-e8cb-7af8-5d52e431a854","Invite external user","success","vale.kowalski@example.com","Microsoft Entra admin center","f76b380c-3af5-8586-d3d7-cb368f002974","kai.bergstrom_partner11.example.com#EXT#@example.onmicrosoft.com"
"2026-04-02T19:50:35Z","fc05e746-12f6-750f-9189-7277cd1c1068","Redeem external user invite","success","kai.bergstrom@partner11.example.com","Microsoft Invitation Service","f76b380c-3af5-8586-d3d7-cb368f002974","kai.bergstrom_partner11.example.com#EXT#@example.onmicrosoft.com"
"2026-04-04T13:59:44Z","8e98c285-3ad9-f41b-273d-2cc6be74544f","Invite external user","success","blair.zawadzki@example.com","Microsoft Entra admin center","40a0f0ef-ed1f-f096-6d02-25ae7ee57d59","yael.bergstrom_partner4.example.com#EXT#@example.onmicrosoft.com"
"2026-04-04T15:45:34Z","1f95ec25-fd0f-0767-4fed-8fce2d0efa29","Invite external user with reset invitation status","success","sage.delacroix@example.com","Microsoft Entra admin center","a7904480-073a-9e17-7a77-8a169ba405ad","gray.silva_partner4.example.com#EXT#@example.onmicrosoft.com"
"2026-04-05T10:01:01Z","0458011d-cf7a-db57-0c49-0850184b5f36","Invite external user","success","blair.rasmussen@example.com","Microsoft Entra admin center","461ad64d-5976-8d07-ef2b-7a855e934a69","logan.xiong_partner11.example.com#EXT#@example.onmicrosoft.com"
"2026-04-05T18:33:22Z","622eb9ea-357c-d406-4754-1c606fab3e91","Invite external user","success","quinn.kowalski@example.com","Microsoft Entra admin center","b1ab51d4-c027-b901-9f06-37a016f8727c","yael.fontaine_partner3.example.com#EXT#@example.onmicrosoft.com"
"2026-04-06T13:38:58Z","2aad8c6e-4355-5b65-f0c5-2bf3a1442647","Invite external user","success","sage.moreau@example.com","Microsoft Entra admin center","86a4ade9-23ca-78f8-f180-48fb9401e02f","drew.lindqvist_partner2.example.com#EXT#@example.onmicrosoft.com"
"2026-04-07T05:59:44Z","551b06ec-7014-1f52-b9f4-b1cba9d33ed3","Redeem external user invite","success","yael.bergstrom@partner4.example.com","Microsoft Invitation Service","40a0f0ef-ed1f-f096-6d02-25ae7ee57d59","yael.bergstrom_partner4.example.com#EXT#@example.onmicrosoft.com"
"2026-04-07T19:54:22Z","235c8cd5-8b54-8adc-41b4-e4483726d78c","Invite external user","success","quinn.kowalski@example.com","Microsoft Entra admin center","087bad96-3914-b5ed-41cc-6de10f8cb364","reese.gallagher_partner1.example.com#EXT#@example.onmicrosoft.com"
"2026-04-08T01:01:01Z","2d30f45b-9749-7079-7264-0917e9e434dd","Redeem external user invite","success","logan.xiong@partner11.example.com","Microsoft Invitation Service","461ad64d-5976-8d07-ef2b-7a855e934a69","logan.xiong_partner11.example.com#EXT#@example.onmicrosoft.com"
"2026-04-08T10:33:22Z","fe4c1b7a-cbcd-3aff-b1b0-8c3295745e99","Redeem external user invite","success","yael.fontaine@partner3.example.com","Microsoft Invitation Service","b1ab51d4-c027-b901-9f06-37a016f8727c","yael.fontaine_partner3.example.com#EXT#@example.onmicrosoft.com"
"2026-04-08T13:43:53Z","2cb92c26-51b7-eadb-72ab-67ec185aebda","Invite external user","success","quinn.eriksen@example.com","Microsoft Entra admin center","573523d0-ac85-4e28-1a38-2ed3b2667fa4","parker.nakamura_partner8.example.com#EXT#@example.onmicrosoft.com"
"2026-04-10T19:38:58Z","b4cd8eac-7df4-52e3-d971-6c2cd1b1cee3","Redeem external user invite","success","drew.lindqvist@partner2.example.com","Microsoft Invitation Service","86a4ade9-23ca-78f8-f180-48fb9401e02f","drew.lindqvist_partner2.example.com#EXT#@example.onmicrosoft.com"
"2026-04-10T20:43:53Z","3b0da047-8a2c-993d-c8b1-73af98277f96","Redeem external user invite","success","parker.nakamura@partner8.example.com","Microsoft Invitation Service","573523d0-ac85-4e28-1a38-2ed3b2667fa4","parker.nakamura_partner8.example.com#EXT#@example.onmicrosoft.com"
"2026-04-15T16:45:13Z","d72937d8-18bf-754a-c45d-fc69301a5070","Invite external user","success","avery.xiong@example.com","Microsoft Entra admin center","c5c53719-e6ff-ad4a-dd82-05b6b3105f9f","drew.fontaine_partner1.example.com#EXT#@example.onmicrosoft.com"
"2026-04-20T03:45:13Z","fc3042c2-9ab3-5491-d362-832c9bbaffec","Redeem external user invite","success","drew.fontaine@partner1.example.com","Microsoft Invitation Service","c5c53719-e6ff-ad4a-dd82-05b6b3105f9f","drew.fontaine_partner1.example.com#EXT#@example.onmicrosoft.com"
"2026-04-21T19:54:22Z","5f622293-7fe8-7a4f-ba62-67c79783cd05","Invite external user with reset invitation status","success","quinn.kowalski@example.com","Microsoft Entra admin center","087bad96-3914-b5ed-41cc-6de10f8cb364","reese.gallagher_partner1.example.com#EXT#@example.onmicrosoft.com"
"2026-04-30T09:12:52Z","8a5e8782-da32-395c-ae3f-1949655383c8","Invite external user","success","vale.takahashi@example.com","Microsoft Entra admin center","06bf4364-168b-79d7-006b-15e31f8a9f0c","zephyr.bergstrom_partner12.example.com#EXT#@example.onmicrosoft.com"
"2026-05-01T12:22:53Z","88748514-2e5d-cf0a-faf4-e28347089d97","Invite external user","success","sage.silva@example.com","Microsoft Entra admin center","f2d3f7b4-77d6-305a-0c3e-5b28a2e1e793","noor.jovanovic_partner2.example.com#EXT#@example.onmicrosoft.com"
"2026-05-02T05:22:53Z","74122e2a-da1b-c3d4-fb2a-989571606e20","Redeem external user invite","success","noor.jovanovic@partner2.example.com","Microsoft Invitation Service","f2d3f7b4-77d6-305a-0c3e-5b28a2e1e793","noor.jovanovic_partner2.example.com#EXT#@example.onmicrosoft.com"
"2026-05-04T09:11:10Z","b3415860-1c8a-9e9e-6d10-7ea82a7b8732","Invite external user","success","jordan.kowalski@example.com","Microsoft Entra admin center","4b9a563d-652c-abff-7498-174e3c71cada","noor.yilmaz_partner12.example.com#EXT#@example.onmicrosoft.com"
"2026-05-05T13:07:17Z","858ef555-8c92-9edb-2c3e-ceeb714e577f","Invite external user","success","noor.vasquez@example.com","Microsoft Entra admin center","4210d1df-444c-0352-0449-308d469e449d","sage.xiong_partner8.example.com#EXT#@example.onmicrosoft.com"
"2026-05-06T00:12:52Z","b3dc121c-cc9f-0dc7-d142-a504a1e5fa9e","Redeem external user invite","success","zephyr.bergstrom@partner12.example.com","Microsoft Invitation Service","06bf4364-168b-79d7-006b-15e31f8a9f0c","zephyr.bergstrom_partner12.example.com#EXT#@example.onmicrosoft.com"
"2026-05-07T01:07:17Z","c2b4cc01-5271-0aab-c231-de9d895e08e2","Redeem external user invite","success","sage.xiong@partner8.example.com","Microsoft Invitation Service","4210d1df-444c-0352-0449-308d469e449d","sage.xiong_partner8.example.com#EXT#@example.onmicrosoft.com"
"2026-05-08T09:26:08Z","943f677f-02e0-921e-ec46-ab8d3b5e15b2","Invite external user","success","sage.moreau@example.com","Microsoft Entra admin center","658d8760-7df8-76f1-8d12-320ab4abbfb0","yael.haddad_partner4.example.com#EXT#@example.onmicrosoft.com"
"2026-05-09T00:26:08Z","8593a224-845f-4ce7-5442-b1ce0a19e49f","Redeem external user invite","success","yael.haddad@partner4.example.com","Microsoft Invitation Service","658d8760-7df8-76f1-8d12-320ab4abbfb0","yael.haddad_partner4.example.com#EXT#@example.onmicrosoft.com"
"2026-05-09T14:11:10Z","709a177b-ace7-a081-6414-153d49aaa2f1","Redeem external user invite","success","noor.yilmaz@partner12.example.com","Microsoft Invitation Service","4b9a563d-652c-abff-7498-174e3c71cada","noor.yilmaz_partner12.example.com#EXT#@example.onmicrosoft.com"
"2026-05-12T18:58:21Z","fbafbaeb-1942-75e6-c5e7-ed5218158773","Invite external user","success","oakley.moreau@example.com","Microsoft Entra admin center","865863f7-f3d7-cc9b-6679-0308e76f598e","finley.chaudhry_partner10.example.com#EXT#@example.onmicrosoft.com"
"2026-05-14T02:58:21Z","5998207e-4ad5-9cb2-58b6-bb4451c06566","Redeem external user invite","success","finley.chaudhry@partner10.example.com","Microsoft Invitation Service","865863f7-f3d7-cc9b-6679-0308e76f598e","finley.chaudhry_partner10.example.com#EXT#@example.onmicrosoft.com"
"2026-05-19T12:26:37Z","06911440-ddeb-6259-f027-ae3c1cda5993","Invite external user","success","zephyr.bergstrom@example.com","Microsoft Entra admin center","da365d3e-4915-f7f8-4f8f-1c047864d6b4","reese.haddad_partner5.example.com#EXT#@example.onmicrosoft.com"
"2026-06-01T15:22:52Z","14afa626-3a32-361a-cfb8-6b846ffe3933","Invite external user","success","oakley.moreau@example.com","Microsoft Entra admin center","0cfd5c91-45a3-76d6-5263-cd8e0deaeabd","finley.petrov_partner8.example.com#EXT#@example.onmicrosoft.com"
"2026-06-02T01:22:52Z","88a19049-a064-2dcd-be41-678103d04a5e","Redeem external user invite","success","finley.petrov@partner8.example.com","Microsoft Invitation Service","0cfd5c91-45a3-76d6-5263-cd8e0deaeabd","finley.petrov_partner8.example.com#EXT#@example.onmicrosoft.com"
"2026-06-02T12:26:37Z","2b28a390-5f6d-340b-f637-8f356a45b138","Invite external user with reset invitation status","success","zephyr.bergstrom@example.com","Microsoft Entra admin center","da365d3e-4915-f7f8-4f8f-1c047864d6b4","reese.haddad_partner5.example.com#EXT#@example.onmicrosoft.com"
"2026-06-21T18:53:54Z","34d41c00-9421-59f0-e21d-f38692c0270c","Invite external user","success","quinn.kowalski@example.com","Microsoft Entra admin center","7bd7d595-d37c-2fec-a19c-da461494bef2","reese.rasmussen_partner5.example.com#EXT#@example.onmicrosoft.com"
"2026-06-22T08:44:50Z","79683aa3-6232-1d5f-9c34-1fce67c640b4","Invite external user","success","zephyr.bergstrom@example.com","Microsoft Entra admin center","09112870-33be-d278-c340-367500baca5e","finley.lindqvist_partner9.example.com#EXT#@example.onmicrosoft.com"
"2026-06-22T21:44:50Z","a9002671-0646-b2e2-beee-119fb8364091","Redeem external user invite","success","finley.lindqvist@partner9.example.com","Microsoft Invitation Service","09112870-33be-d278-c340-367500baca5e","finley.lindqvist_partner9.example.com#EXT#@example.onmicrosoft.com"
"2026-06-27T04:53:54Z","852d4572-51fa-4ef4-526f-2c759b4f14a0","Redeem external user invite","success","reese.rasmussen@partner5.example.com","Microsoft Invitation Service","7bd7d595-d37c-2fec-a19c-da461494bef2","reese.rasmussen_partner5.example.com#EXT#@example.onmicrosoft.com"
"2026-06-27T10:00:48Z","4325fffb-20cd-d527-44f3-0a3d791d6887","Invite external user","success","parker.chaudhry@example.com","Microsoft Entra admin center","50f4ba87-b91b-913b-9b0a-6c1dc7f10fcd","oakley.xiong_partner1.example.com#EXT#@example.onmicrosoft.com"
"2026-06-29T18:00:48Z","24b5956f-a80d-b325-d6a1-4e75066155c2","Redeem external user invite","success","oakley.xiong@partner1.example.com","Microsoft Invitation Service","50f4ba87-b91b-913b-9b0a-6c1dc7f10fcd","oakley.xiong_partner1.example.com#EXT#@example.onmicrosoft.com"
"2026-07-03T13:10:28Z","abff2be8-0bb0-e4bd-0ba9-ac711a4f1b5c","Invite external user","success","marlowe.gallagher@example.com","Microsoft Entra admin center","fae8de87-a338-24e4-d950-324077e84233","vale.petrov_partner9.example.com#EXT#@example.onmicrosoft.com"
"2026-07-06T13:32:48Z","597996a4-8e4a-1d01-1f12-a742de01de74","Invite external user","success","quinn.kowalski2@example.com","Microsoft Entra admin center","1d030fb2-009f-5698-2f0b-d8424902aced","blair.delacroix_partner7.example.com#EXT#@example.onmicrosoft.com"
"2026-07-07T11:45:24Z","595548f7-3974-6fd7-5ca1-849a4a9bd5a7","Invite external user","success","yael.nakamura@example.com","Microsoft Entra admin center","e7eb9634-5fe4-505a-5220-005bd1e0affc","emery.yilmaz_partner4.example.com#EXT#@example.onmicrosoft.com"
"2026-07-09T01:32:48Z","2370190c-9af4-48d3-7aad-05a2143d2c40","Redeem external user invite","success","blair.delacroix@partner7.example.com","Microsoft Invitation Service","1d030fb2-009f-5698-2f0b-d8424902aced","blair.delacroix_partner7.example.com#EXT#@example.onmicrosoft.com"
"2026-07-09T21:45:24Z","cab1da5f-55e9-fd4f-79df-4315ed4d54f7","Redeem external user invite","success","emery.yilmaz@partner4.example.com","Microsoft Invitation Service","e7eb9634-5fe4-505a-5220-005bd1e0affc","emery.yilmaz_partner4.example.com#EXT#@example.onmicrosoft.com"
